survida,survidn,survproglab,survprogname,sampframe,wbid,unid,unidyear,wbidyear,year,wave,survversion,RegionUN,sampsize,Region5,Region6,Region7,Region10,continent,module,collectmode,collectlanguage,collectdates,weight,public,longitudinal,oldsurvid,popage,designeffect,marginerror,exclusion,nationalsurvey,resprate,founder,survecat,status,type,globbaro,active,progparent,oversampl,proglab,startyear,founder2,country
ESP201020041,724201020041,WMH,World Mental Health Survey,Spain,ESP,Spain,7242010,ESP2010,2010,1,1,Southern Europe,2621,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Demographic & Health survey,,,0,1,World Mental Health Survey,,WMH,2001,Member country after program founding,Spain
ESP199511,724199511,EUROB,Eurobarometer,Spain,ESP,Spain,7241995,ESP1995,1995,43,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP2009331,7242009331,INTUNE,Integrated and United? A Quest for Citizenship in an Ever Closer Europe,Spain,ESP,Spain,7242009,ESP2009,2009,2,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Integrated and United? A Quest for Citizenship in an Ever Closer Europe,,INTUNE,2007,Member country after program founding,Spain
ESP200215,724200215,EUROB,Eurobarometer,Spain,ESP,Spain,7242002,ESP2002,2002,57,5,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199413,724199413,EUROB,Eurobarometer,Spain,ESP,Spain,7241994,ESP1994,1994,41,3,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199412,724199412,EUROB,Eurobarometer,Spain,ESP,Spain,7241994,ESP1994,1994,42,2,Southern Europe,1006,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199213,724199213,EUROB,Eurobarometer,Spain,ESP,Spain,7241992,ESP1992,1992,38,3,Southern Europe,1004,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199031,724199031,WVS,World Values Survey,Spain,ESP,Spain,7241990,ESP1990,1990,2,1,Southern Europe,1510,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,World Values Survey,,WVS,1981,Member country at program founding,Spain
ESP199214,724199214,EUROB,Eurobarometer,Spain,ESP,Spain,7241992,ESP1992,1992,38,4,Southern Europe,1021,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP2010101,7242010101,ESS,European Social Survey,Spain,ESP,Spain,7242010,ESP2010,2010,5,1,Southern Europe,1885,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,11.04.11-24.07.11,,public,1,,,,,,,68.5,Member country at program founding,Social survey,,,0,1,European Social Survey,,ESS,2002,Member country after program founding,Spain
ESP199341,724199341,ISSP,International Social Survey,Spain,ESP,Spain,7241993,ESP1993,1993,9,1,Southern Europe,1208,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,Environment I,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Spain
ESP200515,724200515,EUROB,Eurobarometer,Spain,ESP,Spain,7242005,ESP2005,2005,63,5,Southern Europe,1002,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP198611,724198611,EUROB,Eurobarometer,Spain,ESP,Spain,7241986,ESP1986,1986,25,1,Southern Europe,1008,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200511,724200511,EUROB,Eurobarometer,Spain,ESP,Spain,7242005,ESP2005,2005,63,1,Southern Europe,1036,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200591,724200591,PGA,Pew Global Attitudes Survey,Spain,ESP,Spain,7242005,ESP2005,2005,6,1,Southern Europe,751,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Pew Global Attitudes Survey,,PGA,2002,Member country after program founding,Spain
ESP201115,724201115,EUROB,Eurobarometer,Spain,ESP,Spain,7242011,ESP2011,2011,75,5,Southern Europe,1004,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP198811,724198811,EUROB,Eurobarometer,Spain,ESP,Spain,7241988,ESP1988,1988,29,1,Southern Europe,1017,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP201191,724201191,PGA,Pew Global Attitudes Survey,Spain,ESP,Spain,7242011,ESP2011,2011,13,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Pew Global Attitudes Survey,,PGA,2002,Member country after program founding,Spain
ESP200712,724200712,EUROB,Eurobarometer,Spain,ESP,Spain,7242007,ESP2007,2007,67,2,Southern Europe,1007,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199211,724199211,EUROB,Eurobarometer,Spain,ESP,Spain,7241992,ESP1992,1992,37,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP198612,724198612,EUROB,Eurobarometer,Spain,ESP,Spain,7241986,ESP1986,1986,26,2,Southern Europe,1010,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200314,724200314,EUROB,Eurobarometer,Spain,ESP,Spain,7242003,ESP2003,2003,60,4,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200031,724200031,WVS,World Values Survey,Spain,ESP,Spain,7242000,ESP2000,2000,4,1,Southern Europe,1209,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,World Values Survey,,WVS,1981,Member country at program founding,Spain
ESP200614,724200614,EUROB,Eurobarometer,Spain,ESP,Spain,7242006,ESP2006,2006,65,4,Southern Europe,1006,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199113,724199113,EUROB,Eurobarometer,Spain,ESP,Spain,7241991,ESP1991,1991,35,3,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200821,724200821,EVS,European Values Study,Spain,ESP,Spain,7242008,ESP2008,2008,4,1,Southern Europe,1500,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,yes,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,World Values Survey,National / Integration / Cumulation,EVS,1981,Member country at program founding,Spain
ESP199512,724199512,EUROB,Eurobarometer,Spain,ESP,Spain,7241995,ESP1995,1995,43,2,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199613,724199613,EUROB,Eurobarometer,Spain,ESP,Spain,7241996,ESP1996,1996,46,3,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200851,724200851,LATINB,Latinobarometer,Spain,ESP,Spain,7242008,ESP2008,2008,13,1,Southern Europe,2471,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,1,1,Global Barometer,,LATINB,1995,Member country after program founding,Spain
ESP200751,724200751,LATINB,Latinobarometer,Spain,ESP,Spain,7242007,ESP2007,2007,12,1,Southern Europe,2482,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,1,1,Global Barometer,,LATINB,1995,Member country after program founding,Spain
ESP201015,724201015,EUROB,Eurobarometer,Spain,ESP,Spain,7242010,ESP2010,2010,73,5,Southern Europe,1004,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200392,724200392,PGA,Pew Global Attitudes Survey,Spain,ESP,Spain,7242003,ESP2003,2003,2,2,Southern Europe,503,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Pew Global Attitudes Survey,,PGA,2002,Member country after program founding,Spain
ESP201351,724201351,LATINB,Latinobarometer,Spain,ESP,Spain,7242013,ESP2013,2013,17,1,Southern Europe,2459,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,1,1,Global Barometer,,LATINB,1995,Member country after program founding,Spain
ESP200420031,724200420031,CNEP,Comparative National Elections Project,Spain,ESP,Spain,7242004,ESP2004,2004,3,1,Southern Europe,2929,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Political survey,,,0,1,Comparative National Elections Project,,CNEP,1992,Member country after program founding,Spain
ESP200512,724200512,EUROB,Eurobarometer,Spain,ESP,Spain,7242005,ESP2005,2005,64,2,Southern Europe,1015,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP201313,724201313,EUROB,Eurobarometer,Spain,ESP,Spain,7242013,ESP2013,2013,79,3,Southern Europe,1011,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200120041,724200120041,WMH,World Mental Health Survey,Spain,ESP,Spain,7242001,ESP2001,2001,1,1,Southern Europe,5473,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Demographic & Health survey,,,0,1,World Mental Health Survey,,WMH,2001,Member country after program founding,Spain
ESP199012,724199012,EUROB,Eurobarometer,Spain,ESP,Spain,7241990,ESP1990,1990,34,2,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200941,724200941,ISSP,International Social Survey,Spain,ESP,Spain,7242009,ESP2009,2009,25,1,Southern Europe,1215,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,Social Inequality IV,,,,,public,1,,,,,,"yes, part of monthly survey of ASEP",,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Spain
ESP2008111,7242008111,GWP,Gallup World Poll,Spain,ESP,Spain,7242008,ESP2008,2008,3,1,Southern Europe,1009,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,Landline Telephone,Spanish,,,private,1,,,1.55,3.8,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Spain
ESP198121,724198121,EVS,European Values Study,Spain,ESP,Spain,7241981,ESP1981,1981,1,1,Southern Europe,2303,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,yes,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,World Values Survey,Integration / Cumulation,EVS,1981,Member country at program founding,Spain
ESP201414,724201414,EUROB,Eurobarometer,Spain,ESP,Spain,7242014,ESP2014,2014,81,4,Southern Europe,1001,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP201241,724201241,ISSP,International Social Survey,Spain,ESP,Spain,7242012,ESP2012,2012,28,1,Southern Europe,2595,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,Family and Changing Gender Roles IV,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Spain
ESP200412,724200412,EUROB,Eurobarometer,Spain,ESP,Spain,7242004,ESP2004,2004,62,2,Southern Europe,1031,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199212,724199212,EUROB,Eurobarometer,Spain,ESP,Spain,7241992,ESP1992,1992,37,2,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200891,724200891,PGA,Pew Global Attitudes Survey,Spain,ESP,Spain,7242008,ESP2008,2008,9,1,Southern Europe,752,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Pew Global Attitudes Survey,,PGA,2002,Member country after program founding,Spain
ESP200813,724200813,EUROB,Eurobarometer,Spain,ESP,Spain,7242008,ESP2008,2008,69,3,Southern Europe,1004,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP201420071,724201420071,TT,Transatlantic Trends Survey,Spain,ESP,Spain,7242014,ESP2014,2014,12,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Transatlantic Trends Survey,,TT,2003,Member country after program founding,Spain
ESP200012,724200012,EUROB,Eurobarometer,Spain,ESP,Spain,7242000,ESP2000,2000,54,2,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199711,724199711,EUROB,Eurobarometer,Spain,ESP,Spain,7241997,ESP1997,1997,48,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP201051,724201051,LATINB,Latinobarometer,Spain,ESP,Spain,7242010,ESP2010,2010,15,1,Southern Europe,2483,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,1,1,Global Barometer,,LATINB,1995,Member country after program founding,Spain
ESP201212,724201212,EUROB,Eurobarometer,Spain,ESP,Spain,7242012,ESP2012,2012,77,2,Southern Europe,1003,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200313,724200313,EUROB,Eurobarometer,Spain,ESP,Spain,7242003,ESP2003,2003,60,3,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199914,724199914,EUROB,Eurobarometer,Spain,ESP,Spain,7241999,ESP1999,1999,51,4,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP2013111,7242013111,GWP,Gallup World Poll,Spain,ESP,Spain,7242013,ESP2013,2013,8,1,Southern Europe,1004,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,Landline And Cellular Telephone,Spanish,,,private,1,,,1.5,3.79,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Spain
ESP200316,724200316,EUROB,Eurobarometer,Spain,ESP,Spain,7242003,ESP2003,2003,60,6,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200141,724200141,ISSP,International Social Survey,Spain,ESP,Spain,7242001,ESP2001,2001,17,1,Southern Europe,1214,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,Social Networks II,,,,,public,1,,,,,,Monthly Omnibus,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Spain
ESP200520071,724200520071,TT,Transatlantic Trends Survey,Spain,ESP,Spain,7242005,ESP2005,2005,3,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Transatlantic Trends Survey,,TT,2003,Member country after program founding,Spain
ESP200714,724200714,EUROB,Eurobarometer,Spain,ESP,Spain,7242007,ESP2007,2007,68,4,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200414,724200414,EUROB,Eurobarometer,Spain,ESP,Spain,7242004,ESP2004,2004,62,4,Southern Europe,1023,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200441,724200441,ISSP,International Social Survey,Spain,ESP,Spain,7242004,ESP2004,2004,20,1,Southern Europe,2481,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,Citizenship I,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Spain
ESP2002101,7242002101,ESS,European Social Survey,Spain,ESP,Spain,7242002,ESP2002,2002,1,1,Southern Europe,1729,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,19.11.02-20.02.03,,public,1,,,,,,,53.2,Member country at program founding,Social survey,,,0,1,European Social Survey,,ESS,2002,Member country after program founding,Spain
ESP201171,724201171,VOTP,Voice of the People,Spain,ESP,Spain,7242011,ESP2011,2011,8,1,Southern Europe,1146,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,Face To Face,,,,public,1,51,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Spain
ESP199513,724199513,EUROB,Eurobarometer,Spain,ESP,Spain,7241995,ESP1995,1995,43,3,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200771,724200771,VOTP,Voice of the People,Spain,ESP,Spain,7242007,ESP2007,2007,6,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,Telephone,,,,public,1,49,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Spain
ESP199011,724199011,EUROB,Eurobarometer,Spain,ESP,Spain,7241990,ESP1990,1990,33,1,Southern Europe,1001,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199921,724199921,EVS,European Values Study,Spain,ESP,Spain,7241999,ESP1999,1999,3,1,Southern Europe,1200,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,no,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,World Values Survey,National / Integration / Cumulation,EVS,1981,Member country at program founding,Spain
ESP199713,724199713,EUROB,Eurobarometer,Spain,ESP,Spain,7241997,ESP1997,1997,47,3,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP201291,724201291,PGA,Pew Global Attitudes Survey,Spain,ESP,Spain,7242012,ESP2012,2012,14,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Pew Global Attitudes Survey,,PGA,2002,Member country after program founding,Spain
ESP200617,724200617,EUROB,Eurobarometer,Spain,ESP,Spain,7242006,ESP2006,2006,65,7,Southern Europe,1005,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200671,724200671,VOTP,Voice of the People,Spain,ESP,Spain,7242006,ESP2006,2006,5,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,Telephone,,,,public,1,55,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Spain
ESP1985401,7241985401,PCSE,The Political Culture of Southern Europe: A Four Nation Study,Spain,ESP,Spain,7241985,ESP1985,1985,1,1,Southern Europe,2498,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,The Political Culture of Southern Europe: A Four Nation Study,,PCSE,1985,Member country after program founding,Spain
ESP199112,724199112,EUROB,Eurobarometer,Spain,ESP,Spain,7241991,ESP1991,1991,36,2,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200731,724200731,WVS,World Values Survey,Spain,ESP,Spain,7242007,ESP2007,2007,5,1,Southern Europe,1200,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,World Values Survey,,WVS,1981,Member country at program founding,Spain
ESP198511,724198511,EUROB,Eurobarometer,Spain,ESP,Spain,7241985,ESP1985,1985,24,1,Southern Europe,1003,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200411,724200411,EUROB,Eurobarometer,Spain,ESP,Spain,7242004,ESP2004,2004,61,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP201415,724201415,EUROB,Eurobarometer,Spain,ESP,Spain,7242014,ESP2014,2014,81,5,Southern Europe,1039,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200116,724200116,EUROB,Eurobarometer,Spain,ESP,Spain,7242001,ESP2001,2001,55,6,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200115,724200115,EUROB,Eurobarometer,Spain,ESP,Spain,7242001,ESP2001,2001,56,5,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199751,724199751,LATINB,Latinobarometer,Spain,ESP,Spain,7241997,ESP1997,1997,3,1,Southern Europe,2476,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,1,1,Global Barometer,,LATINB,1995,Member country after program founding,Spain
ESP200041,724200041,ISSP,International Social Survey,Spain,ESP,Spain,7242000,ESP2000,2000,16,1,Southern Europe,958,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,Environment II,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Spain
ESP200211,724200211,EUROB,Eurobarometer,Spain,ESP,Spain,7242002,ESP2002,2002,56,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
